"Session ID","Date","Merchant Name","Merchant Email","Transcript"
"session_221ce5a0-df67-4a5e-a54c-eb52499b1711","2026-03-20 01:58","Spooky Slices","shawn.jackson@shopify.com","[User] Help me set up live chat
[CS: Mirra] Hi there! Mirra's here
[CS: Mirra] May I ask which section of live chat you'd like us to support so we can check it further?"
"session_65459b1f-eb5e-4227-940d-fbe6eb5eee65","2026-03-20 01:54","ViTAC Solutions","info@vitacsolutions.com","[CS: Andy] Hi there, this is Andy from the Avada support team.
Thank you for contacting us.
[CS: Andy] Can you share with me the name of your Knowledge Base app so I can check further for you?
[User] Sorry, had stepped away
[User] its the shopify knowledge base app
[User] There just a bunch of FAQs that I had previously entered into there
[CS: Andy] I see. In this case, it is not possible to connect Chatty with your Knowledge Base app.
[CS: Andy] You can import the FAQs to Chatty or add the FAQs URL to the AI training data for the AI to acknowledge
[User] Okay, I will try exporting from that app and importing into Chatty. Thanks
[CS: Andy] You can find the Import CSV template by following my image below
[User] Thanks for the help with the last issue.

Can you take a look at the chat widget on our website (bottom right), it is not displaying correctly and I hope it's only on my end. Thank you
[CS: Phoebe] Good day!
This is Phoebe from Avada support team. My pleasure to assist you today!
[CS: Phoebe] I have received your concern about our widget on your site. Kindly give me some time to review it for you.
[CS: Phoebe] Just to confirm, are we talking about the close button being out of place, am I right?
[User] Yes, and thank you
[CS: Phoebe] Thank you so much for confirming!
[User] Here is a look from our product page
[CS: Phoebe] Oh I see
[CS: Phoebe] May I please confirm if you are using desktop at the moment?
[CS: Phoebe] Let me monitor to see if it happens on other devices as well
[User] yes, a laptop
[CS: Phoebe] I seeAh also, I have reported your issue to our technical team for further investigation. While the review and investigation may take some time, please be assured that we are prioritizing your request and will get back to you with updates as soon as possible
[User] Thank you
[CS: Phoebe] It's my pleasure!
[CS: Phoebe] I'll make sure to keep you updated!
[User] Will they need anything from me or will they be able to access it
[CS: Phoebe] Ah, our technical team will review the page source from your website, especially the CSS
[User] thank you
[CS: Phoebe] If we require any additional information from you, we will be sure to reach out.
[CS: Phoebe] Thank you for your time!
[CS: Phoebe Tran] Done: https://trello.com/c/W3exISeK
[CS: Phoebe] Hi, I'm back with the new update. Thanks for being patient.

Root cause: As per checking, we found that there was a conflict between the current theme and our application where the theme's code overwrote our application code.
Solution: We added CSS here to resolve the issue: https://capture.avada.io/i/TpVZcJLzHzQL
Results: [Avada Image](https://capture.avada.io/i/3A7OskCe7kZ3), [Avada Image](https://capture.avada.io/i/3UT3YdPxf9VO), [Avada Image](https://capture.avada.io/i/oW4ZVQ3bxTBD)

Kindly take your time to review it again! Should you have any concerns, please let us know ^^
[User] It looks great, thank you!
[User] Please pass on my appreciation to the tech team as well
[CS: Mirra] Hi there! Mirra's here
[CS: Mirra] Thank you so much for your kind word!
[CS: Mirra] And if you have time, would you mind taking a few minutes to share a review here?
 https://www.g2.com/products/chatty/take_survey

As a thank you, we're delighted to offer you a free month for Basic and Pro plans. Just send us a quick screenshot after submitting it, and we'll keep an eye on the approval. Once it's live, we'll send your discount code right over!

Really appreciate your support! It means a lot to us <3"
"session_e7d0de38-f066-4493-ba46-5020b6a765d5","2026-03-20 00:33","Pettypurse","schneiderb638@gmail.com","[User] Thanks! have a great one
[CS: Alicia Le] My pleasure. I'll be here if you need further assistance. :$
[User] Please help me fix 404 page
[User] Hey Ive switched theme and I dont really know how to implement the FAqs page again
[CS: Mirra] Hi there! Mirra's here
[CS: Mirra] You can go to **FAQ > FAQ page **to adjust the set up first.
[User] Its activated already
[User] I got it I think
[User] Have a great one!
[CS: Mirra] Ah that's good to know!! If you need further assistance, kindly let me know
[User] https://www.pettypurse.com/pages/contact-faqs

Hey, I would like to add the little chatbox on the top right corner -but I dont really know how? Could you help me please
[CS: Mirra] Hi therre! Mirrra's herre
[User] I thin its properly because i have the wrong url there - but I cant add my current one
[CS: Mirra] may I ask if you'd like the chatbox widget appears on this position on this URL? [https://www.pettypurse.com/pages/contact-faqs](https://www.pettypurse.com/pages/contact-faqs)
[User] on the right bottom if that works
[CS: Mirra] Allow me some time to check
[User] Thanks!
[CS: Mirra] You're all set now!
[CS: Mirra] Can you kindly double check the result from your end to see if it works?
[User] I can see it only for english language - do I have to do something on my end to have it in other languages too?
[CS: Mirra] You can also add additional languages in this section, kindly go to **Settings > Translation**
[User] so the contact us button will appear when I have other languages added there?
[User] I have more languages than 3 and on my old theme it has worked with other languages too - I think its because the url is othe for different languages

https://www.pettypurse.com/pages/contact-faqs
vs
https://www.pettypurse.com/nl/pages/contact-faqs

on netherland language
[CS: Mirra] On the Basic plan, you can add up to 3 languages, and the system will automatically show the most suitable language based on the customer’s IP.
[CS: Mirra] Currently I can only see English in the translation section. Could you please try adding more languages and test it again?
[User] I have and I would also like to keep that translated via another app not inside chatty - this just makes it really messy for me
[CS: Mirra] Currently I’m not sure if this translation will apply to the chatbox widget. If it’s not configured in Chatty it won’t be translated automatically as this page is managed within the Chatty app
[User] I will need to translate it on another time anyway - so I'll prob then have to do it in the app anyway. But is there anyway you can activate the contact us button for the contac page regardless of the url / language selected?
[CS: Mirra] If you’d like the chatbox to appear on all pages, you can enable **“Show on all pages”** in **Chatbox > Advanced**.
[CS: Mirra] Regarding multiple languages, as mentioned earlier, you’re currently on the Basic plan, which supports up to 3 languages. To ensure the correct languages are displayed across your multilingual pages, please add them in **Settings > Translation**.
[User] ah yes thats what i searched for, thank you!
[CS: Mirra] Perfect! If you need further assistance, kindly let me know
[User] Yes! Have a great one :)
[CS: Mirra] <3"
"session_28a734c3-c63d-49bf-8737-466aef7181b6","2026-03-20 00:32","For Your Intimacy ","fyiparties@gmail.com","[User] Help me set up live chat
[CS: Hazel] Hi there, this is Hazel from the Avada support team. 
Thank you for reaching out.
[CS: Hazel] How may I assist you today?
[User] Hello 
In would like help setting up my free chat plan
[CS: Hazel] Could you please confirm if this is your website URL: https://for-your-intimacy-parties.myshopify.com ? I just want to make sure I'm assisting with the correct store.
[User] yes
[User] www.foryourintimacy.com
[CS: Hazel] Got it. Please give me a moment to check your setup first
[User] ok
thanks
[CS: Hazel] I’ve taken a quick look at your setup and it seems you’ve already completed the basic setup.

If you’d like the avatar in the Inbox to display your store logo, I suggest updating the avatar of your email address. This will also reflect in the Chatbox and make it look more polished.
[User] ok, but update avatar???
[CS: Hazel] Yes, you can update it here
[User] ok will do, how do i train chatty
[CS: Hazel] May I ask if you want to train the AI assistant?
[User] yes
[CS: Hazel] You can find detailed instructions for training AI in this document: https://help.chatty.net/ai/train-ai
[User] i noticed shopify chat is activated is it the same as this
[CS: Hazel] Would you like me to move our chat button to the left-hand side?
[User] confused
[User] do i need two or is it either or
[CS: Hazel] I suggest using just one chatbox. I believe Chatty can fully meet your needs, so you might consider turning off the Shopify chatbox to avoid any overlap.

If you still want to keep the Shopify chatbox, I can help adjust the position of the Chatty chatbox so they don’t cover each other.
[User] YES PLEASE ADJUST
[CS: Alicia] Hello, this is Alicia from Avada. Let's me continue to assist you.
[CS: Alicia] Sure thing, let me move the Chatty Chatbox to the left of the website so you can test both at the same time
[CS: Alicia] I have moved Chatty Chatbox to the left of the website for you. You can now reload the website to check the update :$
[User] Thank you, does chatbox implement popups with product suggestions. it just happened, im confused from which app
[CS: Alicia] Yes, our app does have a pop-up for product suggestion. It's the Proactive chat - Product Recommendation. Would you like to turn it off?
[User] oh no i like it thank you
[CS: Alicia] Glad that you like it :$  

I'll be here if you need further assistance."
"session_5f8391ac-0951-450b-a4be-dd94c8c94085","2026-03-20 00:22","Mala Handworks","hello@malahandworks.com","[CS: Hana] Ah, let me test on it
[CS: Hana] All done, I have conducted a test and it has answered as requested :$
[User] Okay that's great!
[User] I know it's a bit of a process to get everything working well
[User] But it's getting better :)
[CS: Hana] I am glad that it is working better each time :$
[CS: Hana] Is there anything else I can help you with  ? ;)
[User] i think that's it for now!
[CS: Hana] Ah, while you're still here, may I ask for a small favor? <3
[User] thanks again for all your help
[CS: Hana] If you have a moment, would you mind spending a few moments sharing your feedback about our app and support by leaving a review here: [https://apps.shopify.com/chatty](https://apps.shopify.com/chatty#modal-show=WriteReviewModal)

Your feedback not only means a lot to us but also helps other merchants understand how the app can support their journey. Thank you so much for your time and support <3
[CS: Hana] If possible, please mention ""Hana"" in the review <3
[User] ah okay thank you!
[User] haha Will do
[CS: Hana] Thank you so much, you really made my day :D
[CS: Hana] Would you mind sharing a screenshot of the review with me,  as it takes 1 day to be published and I can't wait to see it ? :$
[User] woopsy I hit submit before screenshotitng
[User] it's coming!
[User] thanks Hana
[CS: Hana] Ah, no worry at all, thank you so much for your review. We are committed to providing our customers with a fantastic experience, and your feedback helps us make that possible :$
[CS: Hana] If you need any thing else, feel free to ping me here  <3
[User] i just set up email forwarding but i thought there was a mobile app. Is it only a desktop app?
[CS: Mirra] Hi therre! Mirrra's herre
[CS: Mirra] We do support mobile app, kindly go to Inbox section to download our mobile version.
[User] do i have to use a specific browser?
[User] okay it looks liek it worked!
[User] There are canned responses we can add too right?
[CS: Mirra] Yes that's correct.
[User] and any way we can add the chatty logo to how the app looks? :)
[User] right now it's just a gray C haha
[CS: Mirra] Can you kindly provide me a screenshot of that so I can check it further?
[User] it's not a big deal, thought it might help
[CS: Mirra] Currently this logo is the default of the app and isn’t customizable yet. I’ll pass your feedback to our team so we can consider adding this option in the future.
[User] sure! Thanks for all your help!
[CS: Mirra] That's my pleasure to assist! And if you need further assistant, kindly let me know."
"session_474e7c8e-3ef9-466f-adc5-146b5fdba3a8","2026-03-19 22:31","Shopify","ryan.mccowan@bollmanauto.com","[User] **Bollman Power & Equipment has a question about Chatty**

March 19, 2026

New message about Chatty
------------------------

Bollman Power & Equipment ( https://www.bollmanpower.com )
sent you a message. See it below.



Chatty does not let us know when someone wants to contact
us or when there is a message and we are missing oppotrunities

Shopping Bag

Shopping Bag

15‍1 O'Con‍nor Str‍eet,
Gro‍und fl‍oor, Ot‍tawa ON, K2P 2L8
[CS: Hazel] Hi there,

Thank you for reaching out to Avada Support.

We have received your request and our support team will look into it shortly. Rest assured, we are committed to addressing your issues/ questions as quickly as possible.

If you have any further questions or need additional assistance in the meantime, please don't hesitate to let us know.

Best regards,  

Avada Support Team
[CS: Hazel] Hi there,

This is Hazel from the Chatty Team. Thank you for your email. It seems like you might be referring to an issue with not receiving notifications, is that correct?

To make sure you receive notifications properly, please go to Settings → Notifications and enable the options you would like to receive.

To better assist you, could you please share your store URL with me? I’ll help check your current settings and make sure everything is configured correctly.

Looking forward to your reply.

Best regards,
Hazel
Chatty Support Team
[User] I think I have notifications turned one, Chatty tells people it is connecting to a human but I never get any info from it that someone wants connected.

Ryan McCowan
Bollman Auto & Trailer
305 W Rock Falls Rd
Rock Falls, IL 61071
815-626-1497
[CS: Hazel] When a customer requests to connect with a human agent and the system transfers the conversation, it will send a notification via email. So please make sure you’ve enabled the appropriate options in the Email settings and added the email address where you’d like to receive these alerts.

Additionally, if you have team members, please note that only the assigned member will receive notifications for a conversation. This way, you’ll be notified whenever a customer requests to talk to a human.

Best regards,
Hazel
Chatty Support Team"
"session_4d0d0a20-1f6d-46a0-ae0f-277eea2de466","2026-03-19 22:16","Coaltown Coffee","hello@coaltowncoffee.co.uk","[User] Thought that may be the case. I'll see if Shopify can help us create a piage that lives outside of the B2B login that I can display the chat bot on instead
[CS: Alyssa Pham] If they have any suggestion that needs for help, please feel free to contact us anytime
[CS: Alyssa Pham] We're always available to help
[User] ok great thabnk you
[CS: Alyssa Pham] The least I can do!
[User] Hi! I have had repports from our team that when they reply to customer messages this isnt using their team member access and is replying as the admin instead.
[CS: Sonny Truong] Hi there! Sonny here, let me continue to support you
[CS: Sonny Truong] Sorry for the late response, please help try to adjust the settings like the attached image and kindly ask your team to try again, this should help the conversation reassigned correctly:
[User] great thank you
[CS: Sonny Truong] You're always welcome! Please let me know later if that works
[User] Our aI assistant is recommending a product that is not active
[CS: Hazel] Welcome back. This is Hazel
[CS: Hazel] Could you kindly share the ID or the name of the convo you're referring to so I can take a closer look?
[User] Here is a test of the issue. The black gold decaf product is no longer in stock
[User] I've updated the catalogue sync but it still tris to recommend it as ablroken link
[CS: Hazel] Please give me a moment to check it for you
[CS: Hazel] I can see it. The reason is that the system is still learning from inactive products, which is why it shows 172 out of 165 products learned. 

Please allow me to escalate this issue to our tech team so they can remove the inactive products for you. It may take a little time since it’s currently our night shift, but I’ll make sure to keep you posted.
[User] Thats great thanks
[CS: Hazel] You're welcome
[CS: Hazel] Hi there,

This is Hazel from the Chatty Support Team. I’d like to inform you that our tech team has finished removing the inactive products from your store.

We’ve also tested it again, and the AI is no longer suggesting inactive products.
https://capture.avada.io/i/mLMpbSFsr94Q

Please help double-check on your end, and let us know if everything is working as expected now.

Best regards,
Hazel
Chatty Support Team
[User] Hi, we have been having issues with customers not receiving immediate responses when it is out of our working hours. is there a way we can have dynamic messaging when we are not in the office?
[CS: Hazel] Hi there. Thanks for getting back
[CS: Hazel] It's Hazel here
[CS: Hazel] > Hi, we have been having issues with customers not receiving immediate responses when it is out of our working hours. is there a way we can have dynamic messaging when we are not in the office?
Please give me a moment to check your setup first
[User] thank you
[CS: Hazel] You're welcome. I'll get back to you soon
[CS: Hazel] I’ve checked your setup and can see that you’ve already enabled AI to always reply.

Are you referring to the case where a customer requests to talk to a human, but it’s outside of working hours, so there’s no agent available to respond immediately?
[User] yes thats right
[CS: Hazel] Ah, in that case, you can adjust the default messages in the Human handover section
[User] Thats perfect We can give that a go
[CS: Hazel] Sure
[CS: Hazel] Is there anything else I can help you with today? ;)
[User] no thats it great thanks
[CS: Hazel] Got it. Ah, also, we are running promotion on G2, if you do not mind, you can take a few minutes to share a review here?
 https://www.g2.com/products/chatty/take_survey

As a thank you, we're delighted to offer you a free month for Basic and Pro plans. Just send us a quick screenshot after submitting it, and we'll keep an eye on the approval. Once it's live, we'll send your discount code right over!

Really appreciate your support! It means a lot to us <3"
"session_cf815418-5977-43f8-ad47-480f3156d093","2026-03-19 21:50","True Citrus","heidi.carney@truecitrus.com","[CS: Hana] Can you help me test again on your end to see if it is working as requested?
[User] perfect, thank you!
[CS: Hana] My pleasure to help <3
[CS: Hana] For the Anonymous name request, would you mind if we forward to our dev team as a feature request? :$
[CS: Hana] We will review further and improve on it for you
[User] that is fine. can you also request an integration with Skio, our subscription platform and Kustomer, our CRM😊
[CS: Hana] Sure, let me forward it as well <3
[CS: Hana] We will keep you posted on it
[CS: Hana] Ah, in the meantime and while you're still here, may I ask for a small favor? <3
[User] sure
[CS: Hana] If you have a moment, would you mind spending a few moments sharing your feedback about our app and support by leaving a review here: [https://apps.shopify.com/chatty](https://apps.shopify.com/chatty#modal-show=WriteReviewModal)

Your feedback not only means a lot to us but also helps other merchants understand how the app can support their journey. Thank you so much for your time and support <3
[CS: Hana] If possible, please mention ""Hana"" in the review <3
[User] 👍
[CS: Hana] Thank you so much, you made my day <3
[CS: Hana] Would you mind sharing a screenshot of the review with me,  as it takes 1 day to be published and I can't wait to see it ? :D
[CS: Hana] Is there any issue with the review form? I am so excited to see it :$
[CS: Hana] Hi there,

This is Hana from Avada team, we hope you are doing well! We wanted to follow up on a few items from your previous conversation.

**1. Anonymous Contact Display**
Great news - our team has confirmed this is feasible! Before we proceed, we would like to clarify your preference:
- Option A: ""Anonymous user"" - all anonymous contacts share the same label
- Option B: ""Anonymous #1SG8"" - with a random code suffix to help distinguish contacts in your inbox

Which format would work better for your workflow?

**2. Skio & Kustomer Integration**
We have logged both requests with our development team! To help us better understand your needs and prioritize accordingly, could you share a bit more about your use case?

For example:
- What data would you like to sync between Chatty and Skio/Kustomer?
- What is the main goal - e.g., viewing subscription info during a chat, logging conversations to Kustomer, routing based on subscription status, etc.?

The more detail you can share, the better we can plan for it!

Thank you so much for your patience and continued support.

Best,
Hana | Chatty Support
[CS: Andy Bui] .
[CS: Andy] Hi again, this is Andy from Chatty team

Thank you very much for sharing your feedback with us. Your input is incredibly valuable in helping us improve our service and support you better.

Based on your feedback, we have adjusted the scenario instructions within the app's current logic. This update ensures that the AI better understands your requirements and performs exactly as you expect.

Please refer to the image below to review the updated results:

![](https://storage.crisp.chat/users/upload/session/-/4/4/6/4/446457eb7ceb0000/2026-03-1010-45_1075rj7.png)
![](https://storage.crisp.chat/users/upload/session/-/4/4/6/4/446457eb7ceb0000/2026-03-1011-01_sid7ns.png)
![](https://storage.crisp.chat/users/upload/session/-/4/4/6/4/446457eb7ceb0000/2026-03-1011-11_1gwcj8w.png)
Could you please test the AI assistant again on your end? Let us know if the AI is now responding to your satisfaction or if any further fine-tuning is needed.

Best regards,
Andy
[User] 1. Anonymous Contact Display
Great news - our team has confirmed this is feasible! Before we proceed, we would like to clarify your preference:
- Option A: ""Anonymous user"" - all anonymous contacts share the same label
- Option B: ""Anonymous #1SG8"" - with a random code suffix to help distinguish contacts in your inbox-

Which format would work better for your workflow? option b

2. Skio & Kustomer Integration
We have logged both requests with our development team! To help us better understand your needs and prioritize accordingly, could you share a bit more about your use case?

For example:
- What data would you like to sync between Chatty and Skio/Kustomer? conversations
- What is the main goal - e.g., viewing subscription info during a chat, logging conversations to Kustomer, routing based on subscription status, etc.? logging conversations  in kustomer. viewing and editing subscriptions with skio
[CS: Hazel] Hi there. It's Hazel here
[CS: Hazel] Let me continue to assist you. Please give me a bit of time to review your case
[CS: Hazel] Thank you for your reply. I’ll forward this information to our dev team so they’re aware of it.

* For Request 1, we will help adjust it according to option B.
* For Request 2, our team will need some time to review and consider developing this feature in the future
[CS: Hazel] Hi there,

This is Hazel from the Chatty team. I’m following up regarding the visitor name display when customers reach out as anonymous.

Our dev team has improved this feature and applied the update to your store. From now on, when a customer chooses to chat as an anonymous visitor, instead of showing a random name like before, the Inbox will display the format “Anonymous - xxx”.

You can see an example of how it appears in the image below.
https://capture.avada.io/i/arAiaJUrriwp

Please help check it on your side and let me know if everything looks good. If you have any other requests or questions, feel free to let me know and I’ll be happy to assist.

Best regards,
Hazel
Chatty Support Team
[User] We are not seeing the changes on our end
[CS: Hazel] Hi. Thanks for getting back
[CS: Hazel] It's Hazel here
[CS: Hazel] > We are not seeing the changes on our end
Let me test it again
[CS: Hazel] I can see it still displays properly, as our dev team has adjusted it. Please help me double-check it
[CS: Hazel] May I ask which store you’re checking on? I just want to confirm whether I’m looking at the correct store on my side https://truecitrus2.myshopify.com, because the Inbox view in your screenshot looks quite different from what I’m currently seeing.
[User] thats it
[CS: Hazel] It seems to be working normally on my end. You may try these actions below to see if it works:
* Clear your cache and cookies on your browser.
* Try a different web browser.
[User] nevermind. in the web app it is showing correctly. I was looking at it from the Shopify page
[CS: Hazel] > nevermind. in the web app it is showing correctly. I was looking at it from the Shopify page
Ah, sure. To make sure it's showing as expected, I recommended clearing your cache/cookies to check it"
"session_ebbeb3f6-84a4-4098-b737-19063a9df0ea","2026-03-19 20:56","Mexicada","support@mexicada.shop","[User] You can try to test what you see in the video here:
https://mexicada.shop/collections/find-a-gift/products/solo-agua-lo-juro-exclusive-art-piece-home-office-work-mexican-spanish-pride-gift-one-of-a-kind-unisex-hoodie-s11?variant=44263482949782
[User] Test on Mobile
[CS: Tracy Le] Sure. Thank you
[CS: Tracy Le] Hi, 

Thank you for your details. I need to forward it to our technical team to check further. However, they are not available now, we will label it as highest priority and get back to you once it's done!

Best regards, 

Tracy
[User] Ok, you think this will get looked at within 24 hours?
[CS: Tracy Le] Yes. Our team will be available in 6 hours
[User] Ok, thank you, I appreciate you addressing this ASAP. Thank you
[CS: Tracy Le] Sure thing. We will get back to you as soon as possible
[CS: Hana Hoang] Hi there,

This is Hana from the Avada team. Hope this email finds you well.

I'm pleased to inform you that I've fixed the issue of Chatbox function for you. Would you mind helping me refresh the store and double-check it from your end? 
Hope this helps. Should you need any further assistance, please feel free to reach out!

Best regards,
Avada team
[User] Hello, I think you guys pushed an update on Chatty just now and it's messing with my store's formatting
[CS: Jade] Hi there, it's Jade here
[User] I just disabled Chatty on my live store and it fixed the formatting error so I know it's Chatty
[User] You can check on my preview theme which is a copy of my main theme here:
https://sld4rkr7h62fyzkt-51094945942.shopifypreview.com
[CS: Jade] Thanks for getting back to us, and we are sorry to hear about the case. Allow me a few minutes to check the case for you.
[User] You will see how it looks when it's enabled by comparing the images
[CS: Jade] I highly appreciate your sharing, and rest assured that I am reviewing it carefully
[CS: Jade] If you do not mind, could you grant me access to your Theme so that I can conduct a more thorough investigation?

Thank you for your help.
[User] Sure
[User] You can also check this product example here:
https://sld4rkr7h62fyzkt-51094945942.shopifypreview.com/products/mexican-table-runner-zarape-el-camino-84-x-15?variant=36927035703446
[CS: Jade] Shopify now requires a collaborator request code to request access to stores. Please share your collaborator request code so I can send the access request. You can find the 4-digit code in your Shopify Admin > Settings:

- For regular stores: go to [Users and Permissions](https://shopify.com/admin/settings/account)
- For Shopify Plus stores (organization accounts): go to Users > [Security](https://admin.shopify.com/settings/organization-account)
[CS: Jade] > You can also check this product example here:
> https://sld4rkr7h62fyzkt-51094945942.shopifypreview.com/products/mexican-table-runner-zarape-el-camino-84-x-15?variant=36927035703446
Yes, it's noted for you
[User] Ok, just don't edit my live theme
[User] You can test on the preview theme that is a copy of the live theme
[User] Send the request
[User] Let me see if I can find the 4 digit code
[CS: Jade] Rest assured that we will conduct an investigation on the draft Theme only, and I appreciate your cooperation.
[User] I activated a collaborator request of Avada I had before
[User] Does that one work?
[CS: Jade] Let me check on it
[CS: Jade] Yes, we have access to your Theme.

I have reported your issue to our technical team for further investigation. While the review and investigation may take some time, please be assured that we are prioritizing your request and will get back to you with updates as soon as possible.
[User] Alright, just make sure not to edit our live theme please
[User] You can test on this theme which as CHATTY ON
[CS: Jade] I got it, and thank you for your kind patience and cooperation in the meantime.
[CS: Jade] Hi Mexicada team, 

This is Jade from the Chatty Support Team, and I hope this note finds you well. 

First and foremost, we sincerely apologize for the issue with the product page layout and any inconvenience it may have caused. 

After checking, we found that the problem was caused by Tailwind CSS from the app overriding some of your Theme’s styles. We have now removed the base Tailwind CSS, so it should no longer affect your page's layout. Please help us double-check the update at your convenience (https://capture.avada.io/i/S1Lws1qeXt69).

However, at the moment, there are still a few minor CSS display issues within the widget itself. Our team is actively investigating it, and we will keep you updated as soon as possible.

Once again, we highly appreciate your cooperation and understanding in the meantime. 

Regards,
Jade
[CS: Jade Nguyen] lỗi hiển thị CSS trong widget FU ở đây: https://avadaio.slack.com/archives/C07AZNGEVTM/p1773910603295909
[CS: Technical] Hi Mexicada team,

This is Mark from the Chatty Support Team.

We’re following up regarding the previous issue with the product page layout and widget display.

Our team has now resolved the remaining minor CSS issues within the widget, and everything should be displaying correctly at this point. You can review the latest update here: [https://capture.avada.io/i/KAIdtxvXSMAF](https://capture.avada.io/i/KAIdtxvXSMAF)

Please kindly check again on your end and let us know if everything looks good.

We truly appreciate your patience and cooperation throughout this process.

Best regards,
Mark
Chatty Support Team"
"session_0e792d2a-9d9b-4d9a-8be3-cedd6be5f0a2","2026-03-19 20:18","IOAKU by Fanny Ek","fanny@ioaku.com","[CS: Audrey] Hi there,

I hope you’re doing well. I wanted to let you know that the email delivery issue you encountered is due to an authentication problem with your domain (IOAKU.COM). Specifically, the message was rejected by Outlook because the domain’s DMARC policy failed, even though SPF and DKIM were detected.

To ensure your emails are successfully delivered and not blocked by recipients like Outlook, Gmail, or others, you will need to update your DMARC DNS record.

Please ask your domain or IT administrator to add or update the following DMARC record in your DNS settings:

_dmarc.ioaku.com    TXT    ""v=DMARC1; p=none; rua=mailto:postmaster@ioaku.com""

DMARC helps verify that emails sent from your domain are legitimate. Without a valid DMARC policy, many email providers may reject or flag your messages as spam.

If you’re not sure how to update your DNS records, I recommend contacting your domain host (such as GoDaddy, Cloudflare, etc.) or your IT manager for further assistance.

Once the DMARC record is updated, delivery should start working normally again.

Please let me know once it’s done. Feel free to let me know if you have any further questions.

Best regards,

Avada team
[User] Where does the subscribers for the new proactive chat end up? I want them to go in to klaviyo
[CS: Audrey] Hi Audrey here :$
[CS: Audrey] Thank you for reaching out to us!
[CS: Audrey] The subscribers will appear in the Contact section of the app. Please allow me some time to check whether these contacts can be synced to Klaviyo automatically.
[User] ok
[User] What is the biggest difference between Pro and Plus subscription with you?
[CS: Audrey] Basically, the Plus plan offers double the AI replies and product training, unlimited agents, and includes a dedicated AI consultant, which are not available in the Pro plan.
[CS: Audrey] For more details about the plans' comparision, please check out this screenshot
[CS: Audrey] For your request to sync the contacts from our app to Klaviyo automatically, would you mind going to Settings > Integrations > Klaviyo and simply cnnecting our app with Klaviyo?
[User] The text on my proactive chat is for some reason not working
[User] Can you check it for me?
[User] I can see it in the editor in your app but when im online on the page and not logged in on shopify it does not show¨
[CS: Hazel] Hi there. It's Hazel here
[CS: Hazel] Let me assist you today
[CS: Hazel] Let me check it on my end first
[User] Thank you
[CS: Hazel] You're welcome
[CS: Hazel] I have noticed the issue you encountered and will request our technical team to resolve it. They will also adjust the chat button’s position to ensure it does not overlap with the pop-up.
[User] Thank you
[User] I think the pop up is annoying though
[User] It should just come up if you click on it
[User] Not being open the whole time
[User] Can you fix that?
[CS: Hazel] Actually, the pop-up functions such that once it is enabled in the settings, it will appear when the user visits. If the user closes it, it will not reappear. Would this arrangement be acceptable to you?
[User] yes
[CS: Hazel] Sounds good
[CS: Hazel] I've escalated this matter to our tech team to fix it for you. I'll keep you posted once it's done!
[User] Ok
[CS: Hazel] Thank you
[User] I will step away for a meeting but send me an update when you have it
[CS: Hazel] If you happen to be offline, a copy of this conversation will be automatically forwarded to your account email fanny@ioaku.com. If you would like to add an additional email, please let me know
[CS: Hazel] Hello,

I’d like to follow up regarding the adjustment of the pop-up and chat button. Our tech team has checked and made the necessary changes with CSS code and updated the language default for you, and now both are displaying correctly.
https://capture.avada.io/i/iyYARislHAgB
https://capture.avada.io/i/ne9Bweu1XI6i
https://capture.avada.io/i/2SRI36WaQpZS

Please help me reload your site and verify on your side. If you notice any further issues or need additional adjustments, kindly let me know so we can continue to support you.

Best regards,
Hazel
Avada Support Team
[User] How do I remove the feature of pop ups out of the chat?
[CS: Hazel] Hi there. It's Hazel here
[CS: Hazel] You can enable or disable the pop-ups in the Proactive chat section"
"session_d0541a50-5930-4908-aba5-8f3f53218596","2026-03-19 19:54","Walk Like A Pro","walklikeapro665@gmail.com","[User] Help me set up live chat
[CS: Jade] Hi there, it's Jade here
[CS: Jade] Thanks for reaching out to us, let me assist you today
[CS: Jade] May I ask if you would like to enable the Live chat and activate your account? I can guide you on that.
[User] I think live chat is enabled already. I need to set up notifications when customers start chatting.
[CS: Jade] Sure, let me guide you on that
[User] Do you guys  have an app to download on my iPhone so I get notifications without loging to my store? A see you have a web app. But it is not good for me.
[CS: Jade] You will access the App Settings > Notifications > Enable the web push notification for your browser and email notifications about the conversations.

And yes, let me guide you on how to install the Chatty web app for your iPhone device.
[CS: Jade] If you’re on an iPhone, you can follow these steps:

1. Go to the Inbox 
2. Click ""Download Chatty app""
3. Scan QR code with your device
4. Go to link -> Tap share icon at the bottom -> Select ""Add to Home Screen"" and set up to add to your home screen.

You can check my video for further reference on how to install the app and enable the notifications there.
[User] 1. Which Inbox? Chatty or my email?
[CS: Jade] Ah, you will open the Chatty app > Inbox section.

Here is my video for your reference: https://jam.dev/c/949a9fd1-d914-446d-b283-78b0e18318c0
[CS: Jade] May I ask if you have found the unique QR code?
[User] Yes, I did. It is the web app. Do you have app to download and install from App store?
[CS: Jade] Ah I want to share that our **“mobile app”** isn’t an application you download from the App Store. Instead, it’s a mobile-optimized version of our website that you can bookmark on your device for quick access.

May I ask if you can find the Share button and then add it to your Homescreen?
[User] Yes I did. Tnx.
[CS: Jade] That's great, thank you for your update
[CS: Jade] If you encounter any issues with enabling the notifications, feel free to let me know"
